Recruitment Number,Position Number,Classification,Department,Interview Date,Selection,Job Offer Date,Effective Date,Comments,Date Verification
9115466,123-004-106-013,Marketing Coordinator,Marketing,2022-04-20,Matthew Hall,2022-05-05,2022-06-01,,Dates OK
8127514,123-001-105-009,Financial Analyst,Human Resources,2022-11-07,James Nguyen,2022-11-09,2022-12-21,,Dates OK
8127514,123-001-105-010,Financial Analyst,Human Resources,2022-12-30,Robert Collins,2023-01-04,2023-02-03,,Dates OK
8127514,123-001-105-011,Financial Analyst,Human Resources,2022-06-12,Sarah Smith,2022-06-24,2022-07-27,,Dates OK
9442389,123-006-107-001,Sales Associate,Customer Service,2022-06-05,John Lopez,2022-06-17,,rescinded,Dates OK
9442389,123-006-107-002,Sales Associate,Customer Service,2022-05-24,Sandra Rivera,2022-06-02,2022-07-23,new to org,Dates OK
9442389,123-006-107-003,Sales Associate,Customer Service,2022-03-11,Jackson Sanchez,2022-04-10,2022-06-03,new to org,Dates OK
9442389,123-006-107-004,Sales Associate,Customer Service,2022-07-04,Donald Hill,2022-07-23,2022-09-07,,Dates OK
9442389,123-006-107-005,Sales Associate,Customer Service,2022-11-28,William Hall,2022-12-17,2023-01-24,new to org,Dates OK
6840068,123-010-119-010,Account Manager,Legal,2023-01-29,Olivia Lopez,2023-02-23,,declined,Dates OK
6840068,123-010-119-011,Account Manager,Legal,2022-03-05,Anthony Jones,2022-03-25,,declined,Dates OK
6840068,123-010-119-012,Account Manager,Legal,2022-04-19,Michael Nelson,2022-05-05,2022-07-04,promo,Dates OK
6840068,123-010-119-013,Account Manager,Legal,2022-08-31,Edward Anderson,2022-09-04,2022-11-01,new to org,Dates OK
5202421,123-001-104-014,HR Specialist,Human Resources,2022-01-31,Joshua Green,2022-03-02,2022-03-14,new to org,Dates OK
6388157,123-008-104-006,HR Specialist,Research and Development,2022-07-24,Kenneth Torres,2022-07-31,,declined,Dates OK
6388157,123-008-104-007,HR Specialist,Research and Development,2022-10-20,Mark Baker,2022-10-28,,declined,Dates OK
6388157,123-008-104-008,HR Specialist,Research and Development,2023-06-26,David Ramirez,2023-07-22,,declined,Dates OK
6388157,123-008-104-009,HR Specialist,Research and Development,2022-04-09,Donna Johnson,2022-04-16,2022-04-19,transfer,Dates OK
3358248,123-001-129-005,Supply Chain Manager,Human Resources,2023-06-25,Nancy Lopez,2023-07-11,2023-07-24,transfer,Dates OK
3358248,123-001-129-006,Supply Chain Manager,Human Resources,2023-01-01,Steven Thompson,2023-01-21,2023-03-20,,Dates OK
3358248,123-001-129-007,Supply Chain Manager,Human Resources,2023-03-26,Ethan Jones,2023-04-09,2023-05-20,promo,Dates OK
7310216,123-002-128-006,Payroll Specialist,Finance,2023-05-28,Jackson Flores,2023-06-07,,declined,Dates OK
7310216,123-002-128-007,Payroll Specialist,Finance,2023-05-26,Michael Davis,2023-06-03,2023-06-07,new to org,Dates OK
7310216,123-002-128-008,Payroll Specialist,Finance,2022-10-24,Mary Anderson,2022-11-23,2023-01-16,new to org,Dates OK
7310216,123-002-128-009,Payroll Specialist,Finance,2022-03-11,Dorothy Thompson,2022-04-08,,rescinded,Dates OK
7310216,123-002-128-010,Payroll Specialist,Finance,2022-09-05,John Wright,2022-10-03,2022-11-06,new to org,Dates OK
7697794,123-001-120-008,Executive Assistant,Human Resources,2022-09-27,Donna Walker,2022-10-18,2022-10-20,transfer,Dates OK
7697794,123-001-120-009,Executive Assistant,Human Resources,2022-07-25,Anthony Taylor,2022-08-05,,declined,Dates OK
7697794,123-001-120-010,Executive Assistant,Human Resources,2022-12-04,William Wilson,2023-01-03,2023-02-21,transfer,Dates OK
7697794,123-001-120-011,Executive Assistant,Human Resources,2022-03-16,Jessica Young,2022-04-11,2022-05-18,transfer,Dates OK
7697794,123-001-120-012,Executive Assistant,Human Resources,2023-03-03,Daniel Jones,2023-03-23,2023-05-10,transfer,Dates OK
2352134,123-009-129-013,Supply Chain Manager,Operations,2022-04-17,George Williams,2022-04-19,2022-05-21,new to org,Dates OK
2352134,123-009-129-014,Supply Chain Manager,Operations,2022-11-07,Margaret Walker,2022-12-03,2023-01-27,new to org,Dates OK
2352134,123-009-129-015,Supply Chain Manager,Operations,2022-01-27,Mary Brown,2022-02-21,2022-04-13,promo,Dates OK
2352134,123-009-129-016,Supply Chain Manager,Operations,2022-01-19,Amanda Baker,2022-02-06,2022-03-09,,Dates OK
1874771,123-007-113-015,Operations Supervisor,Information Technology,2022-04-29,Emily Rodriguez,2022-05-14,2022-05-22,,Dates OK
1874771,123-007-113-016,Operations Supervisor,Information Technology,2022-12-18,Daniel Gonzalez,2023-01-01,2023-03-01,new to org,Dates OK
1971778,123-004-108-010,Customer Support Rep,Marketing,2022-02-16,Anthony Mitchell,2022-03-14,2022-03-15,promo,Dates OK
5193002,123-001-127-009,Training Coordinator,Human Resources,,,,,cancelled,Dates OK
8357746,123-005-106-012,Marketing Coordinator,Sales,2022-09-08,Joshua Adams,2022-09-18,,rescinded,Dates OK
3176277,123-007-120-004,Executive Assistant,Information Technology,2022-07-30,John Taylor,2022-08-15,2022-09-30,transfer,Dates OK
3176277,123-007-120-005,Executive Assistant,Information Technology,2022-08-14,Lucas Collins,2022-08-29,2022-10-14,new to org,Dates OK
3176277,123-007-120-006,Executive Assistant,Information Technology,2022-10-27,Deborah Scott,2022-11-24,2023-01-05,new to org,Dates OK
3176277,123-007-120-007,Executive Assistant,Information Technology,2022-11-23,Lucas Moore,2022-12-16,,rescinded,Dates OK
9446412,123-001-104-015,HR Specialist,Human Resources,2022-07-28,Sarah Garcia,2022-08-27,2022-09-05,,Dates OK
9446412,123-001-104-016,HR Specialist,Human Resources,2022-08-04,Karen Mitchell,2022-08-08,2022-09-01,promo,Dates OK
9446412,123-001-104-017,HR Specialist,Human Resources,2023-03-27,Robert Thomas,2023-04-17,2023-06-05,promo,Dates OK
8612879,123-001-104-018,HR Specialist,Human Resources,2023-01-29,Sarah Nguyen,2023-02-08,2023-04-02,new to org,Dates OK
8612879,123-001-104-019,HR Specialist,Human Resources,2023-01-29,Sarah Diaz,2023-02-14,2023-02-16,transfer,Dates OK
8612879,123-001-104-020,HR Specialist,Human Resources,2022-08-18,Mark Williams,2022-08-25,2022-09-19,,Dates OK
8612879,123-001-104-021,HR Specialist,Human Resources,2022-02-23,Margaret Wright,2022-03-17,,declined,Dates OK
6119535,123-009-102-001,Data Scientist,Operations,2022-09-26,Jackson Turner,2022-10-22,2022-12-10,new to org,Dates OK
6119535,123-009-102-002,Data Scientist,Operations,2023-03-21,Nancy Campbell,2023-04-18,2023-05-16,transfer,Dates OK
6119535,123-009-102-003,Data Scientist,Operations,2023-02-02,Ethan Miller,2023-02-26,2023-04-27,transfer,Dates OK
5822081,123-009-128-001,Payroll Specialist,Operations,2023-04-24,David Harris,2023-05-18,2023-07-17,new to org,Dates OK
5822081,123-009-128-002,Payroll Specialist,Operations,2022-10-15,Ava Smith,2022-11-10,,rescinded,Dates OK
5822081,123-009-128-003,Payroll Specialist,Operations,2022-10-30,Jennifer Thomas,2022-11-10,2022-12-17,new to org,Dates OK
5822081,123-009-128-004,Payroll Specialist,Operations,2022-09-14,Lisa Moore,2022-10-10,2022-11-21,new to org,Dates OK
1207016,123-005-104-011,HR Specialist,Sales,2023-03-31,Mia Lopez,2023-04-15,2023-04-17,new to org,Dates OK
1207016,123-005-104-012,HR Specialist,Sales,2023-05-07,Robert Thompson,2023-05-28,2023-07-22,,Dates OK
1207016,123-005-104-013,HR Specialist,Sales,2022-03-23,Patricia Nguyen,2022-04-01,2022-05-29,,Dates OK
1207016,123-005-104-014,HR Specialist,Sales,2022-07-04,John Lewis,2022-07-13,2022-09-01,new to org,Dates OK
1207016,123-005-104-015,HR Specialist,Sales,2022-05-11,Logan Young,2022-05-19,2022-06-29,new to org,Dates OK
3927545,123-010-105-004,Financial Analyst,Legal,2022-07-08,Carol Williams,2022-07-30,,declined,Dates OK
9501337,123-008-128-007,Payroll Specialist,Research and Development,2022-08-22,Emily Rivera,2022-08-24,,rescinded,Dates OK
9501337,123-008-128-008,Payroll Specialist,Research and Development,2022-12-28,Thomas Johnson,2023-01-15,2023-03-02,new to org,Dates OK
9501337,123-008-128-009,Payroll Specialist,Research and Development,2022-04-22,Jessica Thompson,2022-04-25,,declined,Dates OK
9501337,123-008-128-010,Payroll Specialist,Research and Development,2022-08-31,Steven Jones,2022-09-07,2022-09-28,transfer,Dates OK
9501337,123-008-128-011,Payroll Specialist,Research and Development,2023-03-13,John Adams,2023-04-11,2023-04-30,,Dates OK
3400475,123-006-101-003,Software Engineer,Customer Service,2023-01-19,Anthony Edwards,2023-02-04,2023-02-23,new to org,Dates OK
3400475,123-006-101-004,Software Engineer,Customer Service,2022-10-25,Lisa Williams,2022-11-24,2022-12-04,promo,Dates OK
3400475,123-006-101-005,Software Engineer,Customer Service,2022-08-05,Michael Hill,2022-08-31,2022-09-21,transfer,Dates OK
3400475,123-006-101-006,Software Engineer,Customer Service,2023-01-23,Charlotte Wilson,2023-02-19,2023-03-29,new to org,Dates OK
3400475,123-006-101-007,Software Engineer,Customer Service,2023-01-26,George Martinez,2023-02-20,,declined,Dates OK
2316088,123-004-103-007,Project Manager,Marketing,2022-05-05,Paul Campbell,2022-06-02,2022-07-29,,Dates OK
2316088,123-004-103-008,Project Manager,Marketing,2023-06-22,Joshua Walker,2023-07-09,2023-08-07,transfer,Dates OK
2316088,123-004-103-009,Project Manager,Marketing,2022-10-28,Mason Torres,2022-11-27,2022-12-13,promo,Dates OK
2316088,123-004-103-010,Project Manager,Marketing,2022-11-19,Joseph Robinson,2022-12-13,2022-12-21,new to org,Dates OK
2316088,123-004-103-011,Project Manager,Marketing,2023-02-24,George Cruz,2023-03-08,2023-03-14,,Dates OK
6905321,123-009-118-010,Network Engineer,Operations,2023-04-05,Joshua Anderson,2023-05-01,2023-05-28,,Dates OK
4854788,123-003-119-001,Account Manager,Engineering,2022-05-22,Ava Clark,2022-06-11,,declined,Dates OK
4854788,123-003-119-002,Account Manager,Engineering,2022-11-18,Charles Perez,2022-11-22,,declined,Dates OK
4854788,123-003-119-003,Account Manager,Engineering,2023-04-27,Emily Rivera,2023-05-21,,declined,Dates OK
4854788,123-003-119-004,Account Manager,Engineering,2022-07-22,Andrew Young,2022-08-20,2022-09-01,promo,Dates OK
4854788,123-003-119-005,Account Manager,Engineering,2023-03-05,David Davis,2023-03-14,2023-05-02,transfer,Dates OK
2694421,123-001-105-012,Financial Analyst,Human Resources,2022-12-11,Isabella Edwards,2022-12-30,,declined,Dates OK
2694421,123-001-105-013,Financial Analyst,Human Resources,2023-06-12,John Rodriguez,2023-07-10,,declined,Dates OK
2694421,123-001-105-014,Financial Analyst,Human Resources,2022-12-29,Lucas Ramirez,2023-01-03,2023-01-29,,Dates OK
2694421,123-001-105-015,Financial Analyst,Human Resources,2022-05-02,Dorothy Jackson,2022-05-13,2022-07-10,promo,Dates OK
2808110,123-001-124-003,Compliance Officer,Human Resources,2023-02-23,Charlotte Lewis,2023-03-16,2023-04-14,new to org,Dates OK
8309667,123-008-110-014,Legal Advisor,Research and Development,2022-01-08,Elizabeth Edwards,2022-01-27,2022-03-06,transfer,Dates OK
8309667,123-008-110-015,Legal Advisor,Research and Development,2023-03-26,Matthew Lee,2023-04-01,2023-05-04,,Dates OK
5685869,123-002-125-012,Security Analyst,Finance,2023-06-15,Nancy Brown,2023-07-14,,declined,Dates OK
5685869,123-002-125-013,Security Analyst,Finance,2023-01-29,Charles Lee,2023-02-09,2023-03-30,,Dates OK
3993320,123-001-105-016,Financial Analyst,Human Resources,2022-11-18,Andrew Cruz,2022-11-22,2022-12-15,new to org,Dates OK
3993320,123-001-105-017,Financial Analyst,Human Resources,2022-10-08,Linda Jackson,2022-10-24,,rescinded,Dates OK
8363801,123-003-108-007,Customer Support Rep,Engineering,2022-04-19,Joshua Carter,2022-05-19,2022-06-03,new to org,Dates OK
8363801,123-003-108-008,Customer Support Rep,Engineering,2023-06-05,Michael Wilson,2023-06-30,2023-07-11,promo,Dates OK
8363801,123-003-108-009,Customer Support Rep,Engineering,2022-07-19,Lucas Williams,2022-07-20,,declined,Dates OK
9193420,123-001-127-010,Training Coordinator,Human Resources,2023-03-13,Charlotte Torres,2023-04-06,,declined,Dates OK
9193420,123-001-127-011,Training Coordinator,Human Resources,2022-10-30,Mason Robinson,2022-11-29,2022-12-07,promo,Dates OK
9193420,123-001-127-012,Training Coordinator,Human Resources,2023-03-19,Mark Cruz,2023-04-04,2023-04-21,transfer,Dates OK
2457333,123-003-128-008,Payroll Specialist,Engineering,2022-03-22,Daniel Phillips,2022-04-15,2022-06-05,transfer,Dates OK
2457333,123-003-128-009,Payroll Specialist,Engineering,2022-06-10,John Lee,2022-06-27,,rescinded,Dates OK
2457333,123-003-128-010,Payroll Specialist,Engineering,2023-06-10,Kenneth Mitchell,2023-07-02,2023-08-21,,Dates OK
2242998,123-006-123-009,Data Engineer,Customer Service,2022-02-06,Richard Turner,2022-02-27,2022-04-09,new to org,Dates OK
1133724,123-003-108-010,Customer Support Rep,Engineering,2022-07-20,Charlotte Anderson,2022-07-29,,rescinded,Dates OK
1133724,123-003-108-011,Customer Support Rep,Engineering,2023-05-24,Isabella Lopez,2023-06-03,2023-06-12,,Dates OK
1133724,123-003-108-012,Customer Support Rep,Engineering,2023-06-13,Olivia Garcia,2023-07-11,,declined,Dates OK
1133724,123-003-108-013,Customer Support Rep,Engineering,2022-03-10,James Ramirez,2022-03-26,2022-05-01,promo,Dates OK
1133724,123-003-108-014,Customer Support Rep,Engineering,2022-09-27,Robert Clark,2022-10-17,2022-11-11,promo,Dates OK
4937877,123-006-121-007,UX Designer,Customer Service,2022-08-26,Olivia Martin,2022-09-24,2022-10-13,promo,Dates OK
4937877,123-006-121-008,UX Designer,Customer Service,2023-02-06,Sophia Green,2023-02-26,2023-03-21,,Dates OK
4937877,123-006-121-009,UX Designer,Customer Service,2022-04-26,Michael Anderson,2022-05-25,2022-07-22,new to org,Dates OK
4937877,123-006-121-010,UX Designer,Customer Service,2022-11-30,Anthony Lewis,2022-12-08,2023-01-20,new to org,Dates OK
8128056,123-003-104-001,HR Specialist,Engineering,2023-02-12,Daniel Hall,2023-03-07,2023-03-16,transfer,Dates OK
8128056,123-003-104-002,HR Specialist,Engineering,2023-05-16,Mason Phillips,2023-06-05,2023-07-02,,Dates OK
8128056,123-003-104-003,HR Specialist,Engineering,2023-06-04,Charles Moore,2023-06-11,2023-08-07,transfer,Dates OK
8128056,123-003-104-004,HR Specialist,Engineering,2022-11-27,Patricia Scott,2022-12-06,2023-01-19,,Dates OK
6328751,123-007-114-002,Research Analyst,Information Technology,2022-10-02,Ava Brown,2022-10-18,2022-12-04,new to org,Dates OK
6328751,123-007-114-003,Research Analyst,Information Technology,2022-02-16,Kenneth Evans,2022-02-26,,rescinded,Dates OK
6328751,123-007-114-004,Research Analyst,Information Technology,2022-06-20,Andrew Cruz,2022-07-08,2022-07-22,promo,Dates OK
6328751,123-007-114-005,Research Analyst,Information Technology,2022-12-04,Charlotte Flores,2022-12-09,2023-01-17,transfer,Dates OK
1334200,123-001-124-004,Compliance Officer,Human Resources,2022-08-09,Nancy Clark,2022-08-27,,declined,Dates OK
1334200,123-001-124-005,Compliance Officer,Human Resources,2022-03-06,Deborah Roberts,2022-03-27,2022-03-31,new to org,Dates OK
1334200,123-001-124-006,Compliance Officer,Human Resources,2022-06-10,Paul Gonzalez,2022-07-07,2022-08-11,new to org,Dates OK
1334200,123-001-124-007,Compliance Officer,Human Resources,2022-06-15,Charles Phillips,2022-07-15,2022-08-08,promo,Dates OK
5172556,123-001-101-013,Software Engineer,Human Resources,2023-05-12,Steven Sanchez,2023-05-14,2023-05-25,transfer,Dates OK
5749457,123-001-110-009,Legal Advisor,Human Resources,2022-05-07,Robert Moore,2022-06-03,2022-07-24,promo,Dates OK
5749457,123-001-110-010,Legal Advisor,Human Resources,2022-10-04,William Evans,2022-11-01,2022-11-07,,Dates OK
2283911,123-009-103-008,Project Manager,Operations,2023-04-28,Thomas Adams,2023-05-11,,declined,Dates OK
2283911,123-009-103-009,Project Manager,Operations,2023-02-05,Michael Mitchell,2023-02-12,2023-04-07,promo,Dates OK
2283911,123-009-103-010,Project Manager,Operations,2023-03-12,Sophia Lee,2023-03-29,2023-05-16,new to org,Dates OK
2283911,123-009-103-011,Project Manager,Operations,2022-07-27,Sarah Robinson,2022-07-31,,declined,Dates OK
5886173,123-002-114-006,Research Analyst,Finance,2023-06-03,Donald Jackson,2023-06-11,2023-07-06,new to org,Dates OK
5886173,123-002-114-007,Research Analyst,Finance,2023-02-08,Ashley Campbell,2023-02-20,,declined,Dates OK
2817044,123-004-115-003,Graphic Designer,Marketing,2023-04-03,Deborah Anderson,2023-04-15,2023-05-16,,Dates OK
2817044,123-004-115-004,Graphic Designer,Marketing,2022-03-27,Nancy Martinez,2022-03-31,2022-05-06,new to org,Dates OK
2817044,123-004-115-005,Graphic Designer,Marketing,2022-09-13,Logan Young,2022-09-16,,declined,Dates OK
2817044,123-004-115-006,Graphic Designer,Marketing,2023-04-30,Michelle Turner,2023-05-17,,declined,Dates OK
2817044,123-004-115-007,Graphic Designer,Marketing,2023-05-21,Patricia Roberts,2023-05-30,2023-06-26,promo,Dates OK
6225347,123-006-124-005,Compliance Officer,Customer Service,2023-05-16,Edward Scott,2023-06-03,,declined,Dates OK
6225347,123-006-124-006,Compliance Officer,Customer Service,2022-10-02,Logan Smith,2022-10-25,2022-11-08,,Dates OK
9385512,123-004-111-015,Product Manager,Marketing,2022-03-25,Steven Scott,2022-04-24,2022-05-01,,Dates OK
9385512,123-004-111-016,Product Manager,Marketing,2022-01-14,Matthew Rodriguez,2022-01-20,2022-02-23,transfer,Dates OK
9385512,123-004-111-017,Product Manager,Marketing,2022-04-27,Richard Lewis,2022-04-29,2022-06-25,promo,Dates OK
8116596,123-003-116-008,Content Writer,Engineering,2022-10-31,Betty Smith,2022-11-04,2022-12-02,,Dates OK
8116596,123-003-116-009,Content Writer,Engineering,2023-01-16,Kimberly Lee,2023-02-04,2023-03-18,new to org,Dates OK
8116596,123-003-116-010,Content Writer,Engineering,2022-07-29,Charles King,2022-08-24,,declined,Dates OK
8116596,123-003-116-011,Content Writer,Engineering,2022-09-15,Kimberly Hill,2022-10-01,2022-10-31,new to org,Dates OK
8116596,123-003-116-012,Content Writer,Engineering,2022-05-19,Nancy Mitchell,2022-05-25,,rescinded,Dates OK
9797610,123-008-123-015,Data Engineer,Research and Development,2023-04-27,Barbara Martinez,2023-04-30,,rescinded,Dates OK
1093993,123-004-110-007,Legal Advisor,Marketing,2022-03-04,Nancy Miller,2022-03-24,2022-04-23,,Dates OK
1093993,123-004-110-008,Legal Advisor,Marketing,2022-08-20,Daniel Green,2022-09-01,2022-10-12,transfer,Dates OK
1237053,123-004-130-009,Biomedical Engineer,Marketing,2023-03-13,Ava Parker,2023-04-01,,declined,Dates OK
1237053,123-004-130-010,Biomedical Engineer,Marketing,2023-02-17,Michelle Roberts,2023-03-19,2023-04-05,new to org,Dates OK
1237053,123-004-130-011,Biomedical Engineer,Marketing,2022-06-06,John Nguyen,2022-06-10,2022-07-27,promo,Dates OK
4631285,123-003-109-003,IT Technician,Engineering,2023-01-28,Ethan King,2023-02-08,2023-03-17,promo,Dates OK
4631285,123-003-109-004,IT Technician,Engineering,2023-04-30,Ethan Mitchell,2023-05-07,2023-05-18,new to org,Dates OK
4631285,123-003-109-005,IT Technician,Engineering,2022-04-04,Joseph Wilson,2022-05-04,,declined,Dates OK
3457722,123-003-105-007,Financial Analyst,Engineering,2022-02-23,John Edwards,2022-02-28,2022-04-02,new to org,Dates OK
3457722,123-003-105-008,Financial Analyst,Engineering,2022-12-01,Kevin Walker,2022-12-11,2023-01-13,,Dates OK
3457722,123-003-105-009,Financial Analyst,Engineering,2023-01-22,Emily Sanchez,2023-02-16,2023-03-13,promo,Dates OK
3457722,123-003-105-010,Financial Analyst,Engineering,2023-06-19,Karen Turner,2023-06-30,2023-08-03,new to org,Dates OK
2311972,123-010-129-007,Supply Chain Manager,Legal,2023-03-24,Dorothy Martinez,2023-04-11,2023-05-10,new to org,Dates OK
2311972,123-010-129-008,Supply Chain Manager,Legal,2023-03-22,Amanda Davis,2023-04-12,2023-05-05,new to org,Dates OK
3986552,123-006-101-008,Software Engineer,Customer Service,2022-08-07,George Ramirez,2022-08-27,2022-10-02,new to org,Dates OK
3986552,123-006-101-009,Software Engineer,Customer Service,2022-07-03,Matthew White,2022-08-02,2022-09-19,promo,Dates OK
3986552,123-006-101-010,Software Engineer,Customer Service,2023-06-23,Mark White,2023-06-30,2023-07-01,promo,Dates OK
3986552,123-006-101-011,Software Engineer,Customer Service,2023-01-13,Michael Collins,2023-02-12,2023-03-01,new to org,Dates OK
9435472,123-001-130-004,Biomedical Engineer,Human Resources,2023-05-06,Carol Moore,2023-05-19,,declined,Dates OK
9435472,123-001-130-005,Biomedical Engineer,Human Resources,2022-06-06,Lisa Johnson,2022-06-29,,declined,Dates OK
9435472,123-001-130-006,Biomedical Engineer,Human Resources,2022-02-28,Sarah Green,2022-03-19,2022-05-11,new to org,Dates OK
9435472,123-001-130-007,Biomedical Engineer,Human Resources,2023-04-11,Dorothy Walker,2023-04-27,,declined,Dates OK
9435472,123-001-130-008,Biomedical Engineer,Human Resources,2022-04-17,Melissa Parker,2022-04-19,,declined,Dates OK
3968018,123-003-128-011,Payroll Specialist,Engineering,2022-03-05,Patricia Lewis,2022-03-16,2022-03-23,transfer,Dates OK
5655311,123-004-128-006,Payroll Specialist,Marketing,2022-11-21,Mason Baker,2022-12-20,2023-02-04,new to org,Dates OK
5655311,123-004-128-007,Payroll Specialist,Marketing,2023-01-11,Donna Campbell,2023-01-28,,declined,Dates OK
5655311,123-004-128-008,Payroll Specialist,Marketing,2023-03-03,Kevin Sanchez,2023-03-30,,declined,Dates OK
5655311,123-004-128-009,Payroll Specialist,Marketing,2023-05-29,John Gonzalez,2023-06-03,2023-07-20,transfer,Dates OK
5655311,123-004-128-010,Payroll Specialist,Marketing,2022-02-15,Barbara Lewis,2022-02-24,,rescinded,Dates OK
4333354,123-009-123-009,Data Engineer,Operations,2022-01-04,Melissa Turner,2022-01-14,,declined,Dates OK
4333354,123-009-123-010,Data Engineer,Operations,2022-12-16,Daniel Davis,2022-12-31,,declined,Dates OK
4333354,123-009-123-011,Data Engineer,Operations,2022-04-01,Andrew Robinson,2022-04-05,2022-06-03,transfer,Dates OK
4333354,123-009-123-012,Data Engineer,Operations,2022-07-10,George Garcia,2022-07-21,,declined,Dates OK
1337345,123-003-125-010,Security Analyst,Engineering,2022-03-25,Lisa Robinson,2022-04-23,,declined,Dates OK
5139478,123-004-110-009,Legal Advisor,Marketing,2022-10-21,Matthew Rivera,2022-10-27,,rescinded,Dates OK
5139478,123-004-110-010,Legal Advisor,Marketing,2023-02-28,Andrew Lee,2023-03-08,,declined,Dates OK
4158231,123-004-109-005,IT Technician,Marketing,2022-09-28,Brian Lewis,2022-10-01,2022-11-02,new to org,Dates OK
4158231,123-004-109-006,IT Technician,Marketing,2023-06-20,Daniel Roberts,2023-07-05,2023-08-28,new to org,Dates OK
3860089,123-010-102-003,Data Scientist,Legal,2023-03-21,Andrew Wilson,2023-04-02,,declined,Dates OK
3860089,123-010-102-004,Data Scientist,Legal,2023-05-31,Susan Perez,2023-06-18,2023-08-11,new to org,Dates OK
3860089,123-010-102-005,Data Scientist,Legal,2022-08-04,Jennifer Allen,2022-08-13,2022-08-27,new to org,Dates OK
3860089,123-010-102-006,Data Scientist,Legal,2023-06-14,Jackson Davis,2023-07-06,2023-08-16,transfer,Dates OK
4127701,123-003-116-013,Content Writer,Engineering,2022-02-04,Andrew Harris,2022-02-15,2022-04-01,new to org,Dates OK
4127701,123-003-116-014,Content Writer,Engineering,2022-01-09,Daniel Parker,2022-01-15,,declined,Dates OK
4127701,123-003-116-015,Content Writer,Engineering,2022-04-13,Nancy Adams,2022-04-19,2022-06-17,new to org,Dates OK
4127701,123-003-116-016,Content Writer,Engineering,2022-07-10,Sandra Wright,2022-08-04,2022-08-06,promo,Dates OK
8365343,123-010-126-007,Recruiter,Legal,2023-04-30,George Sanchez,2023-05-27,2023-06-12,,Dates OK
8365343,123-010-126-008,Recruiter,Legal,2022-12-12,Lisa Hill,2022-12-28,,rescinded,Dates OK
8365343,123-010-126-009,Recruiter,Legal,2022-08-28,Robert Cruz,2022-09-22,2022-11-21,new to org,Dates OK
8365343,123-010-126-010,Recruiter,Legal,2022-10-03,Anthony Ramirez,2022-10-22,2022-11-17,transfer,Dates OK
1479076,123-009-106-001,Marketing Coordinator,Operations,2022-05-23,Charlotte Torres,2022-05-28,2022-07-10,promo,Dates OK
1479076,123-009-106-002,Marketing Coordinator,Operations,2022-05-25,Jennifer Martin,2022-06-20,2022-07-13,transfer,Dates OK
8695935,123-003-113-005,Operations Supervisor,Engineering,,,,,cancelled,Dates OK
8695935,123-003-113-006,Operations Supervisor,Engineering,2022-11-05,Olivia Lopez,2022-11-15,,declined,Dates OK
8695935,123-003-113-007,Operations Supervisor,Engineering,,,,,cancelled,Dates OK
8695935,123-003-113-008,Operations Supervisor,Engineering,2022-04-03,Susan Ramirez,2022-04-27,,declined,Dates OK
5105930,123-009-105-006,Financial Analyst,Operations,,,,,cancelled,Dates OK
5105930,123-009-105-007,Financial Analyst,Operations,2023-02-08,Michael Walker,2023-03-03,,declined,Dates OK
5105930,123-009-105-008,Financial Analyst,Operations,2023-01-21,Donald Nelson,2023-02-17,,declined,Dates OK
8775970,123-004-123-004,Data Engineer,Marketing,2022-05-17,Christopher Carter,2022-05-30,,rescinded,Dates OK
6488025,123-005-129-004,Supply Chain Manager,Sales,2022-01-28,Daniel Young,2022-02-05,2022-04-03,transfer,Dates OK
6488025,123-005-129-005,Supply Chain Manager,Sales,2022-12-15,Lisa White,2023-01-01,2023-02-23,promo,Dates OK
6488025,123-005-129-006,Supply Chain Manager,Sales,2023-02-12,Joshua Carter,2023-03-14,,declined,Dates OK
6488025,123-005-129-007,Supply Chain Manager,Sales,2023-05-27,Joseph Rodriguez,2023-06-03,,declined,Dates OK
1742356,123-005-107-012,Sales Associate,Sales,,,,,cancelled,Dates OK
1742356,123-005-107-013,Sales Associate,Sales,2022-06-04,Barbara Ramirez,2022-06-14,,rescinded,Dates OK
1742356,123-005-107-014,Sales Associate,Sales,2023-05-08,Amanda Evans,2023-05-10,,rescinded,Dates OK
1742356,123-005-107-015,Sales Associate,Sales,2022-06-17,Anthony Lopez,2022-06-30,,declined,Dates OK
9679668,123-002-127-009,Training Coordinator,Finance,2022-04-14,Amanda Campbell,2022-05-05,2022-06-30,new to org,Dates OK
9679668,123-002-127-010,Training Coordinator,Finance,2022-05-12,David Lee,2022-05-31,2022-07-03,transfer,Dates OK
9679668,123-002-127-011,Training Coordinator,Finance,2023-02-16,James Young,2023-03-02,2023-04-21,,Dates OK
9679668,123-002-127-012,Training Coordinator,Finance,2022-04-29,Margaret Taylor,2022-05-19,,declined,Dates OK
8554276,123-006-117-006,Quality Assurance,Customer Service,2022-07-03,Linda Gomez,2022-07-17,2022-08-21,new to org,Dates OK
8554276,123-006-117-007,Quality Assurance,Customer Service,2022-12-12,Elizabeth Smith,2023-01-11,2023-02-26,transfer,Dates OK
8554276,123-006-117-008,Quality Assurance,Customer Service,2023-04-11,Steven Evans,2023-04-25,2023-04-29,promo,Dates OK
8554276,123-006-117-009,Quality Assurance,Customer Service,2023-05-17,Linda Parker,2023-06-01,2023-06-25,transfer,Dates OK
1840094,123-010-129-009,Supply Chain Manager,Legal,2022-10-31,Nancy Baker,2022-11-25,,declined,Dates OK
